yaw,pitch,pred_class,filtered_class,base_face,l2cs_face
0.08394140854602976,-0.327576920482284,1.0,1.0,1.0,1.0
0.12353115626281727,-0.4480390394289113,1.0,1.0,1.0,1.0
0.1368351939810605,-0.5047093603847125,1.0,1.0,1.0,1.0
0.1462225914906591,-0.544407303958665,1.0,1.0,1.0,1.0
0.16057907990447004,-0.5714904412644816,1.0,1.0,1.0,1.0
0.17148244523267528,-0.5940083813682602,1.0,1.0,1.0,1.0
0.1722668722978816,-0.6042160189803879,1.0,1.0,1.0,1.0
0.17130987402298697,-0.6167758447413193,1.0,1.0,1.0,1.0
0.16627517560127708,-0.6178708717488989,1.0,1.0,1.0,1.0
0.15603557815422564,-0.6215755678732873,1.0,1.0,1.0,1.0
0.14725217810065191,-0.6281411902606266,1.0,1.0,1.0,1.0
0.13911630906430308,-0.6307136492125414,1.0,1.0,1.0,1.0
0.1387615342235634,-0.6424841784448723,1.0,1.0,1.0,1.0
0.13549526021751157,-0.6473363111315934,1.0,1.0,1.0,1.0
0.13349005422289256,-0.6495510757360289,1.0,1.0,1.0,1.0
0.13332274276436587,-0.6535403602004586,1.0,1.0,1.0,1.0
0.13232336021778668,-0.6598891038352667,1.0,1.0,1.0,1.0
0.13092541167596355,-0.6663681135619582,1.0,1.0,1.0,1.0
0.1293404331170523,-0.669161392739046,1.0,1.0,1.0,1.0
0.1281664428028458,-0.6729791074873509,1.0,1.0,1.0,1.0
0.12376876861531981,-0.6702393582784909,1.0,1.0,1.0,1.0
0.12646858243804235,-0.6703907424546945,1.0,1.0,1.0,1.0
0.13049876208612804,-0.6671146517886735,1.0,1.0,1.0,1.0
0.13321876106727168,-0.6672645414564016,1.0,1.0,1.0,1.0
0.14642224212837524,-0.6695846399631812,1.0,1.0,1.0,1.0
0.15643574351257217,-0.6735633160708412,1.0,1.0,1.0,1.0
0.16133183396640263,-0.68310681912087,1.0,1.0,1.0,1.0
0.1571948708456316,-0.6815892603801957,1.0,1.0,1.0,1.0
0.15919263673606862,-0.6846339994879319,1.0,1.0,1.0,1.0
0.1618855142369886,-0.6856649650756391,1.0,1.0,1.0,1.0
0.16133254647639392,-0.6818660561471507,1.0,1.0,1.0,1.0
0.1628585167899059,-0.6821223301342474,1.0,1.0,1.0,1.0
0.1618401052277004,-0.6775595424163697,1.0,1.0,1.0,1.0
0.1606538651558268,-0.6683555553367078,1.0,1.0,1.0,1.0
0.16287052038731728,-0.6594245107674622,1.0,1.0,1.0,1.0
0.16329308880646157,-0.6545680775533069,1.0,1.0,1.0,1.0
0.16197657462787485,-0.6506307333789516,1.0,1.0,1.0,1.0
0.15994587664013987,-0.6474501253450642,1.0,1.0,1.0,1.0
