yaw,pitch,class
-1.4252496463740496,-0.9683767713618495,0.0
-1.448367349374537,-0.9860841294497864,0.0
-1.1540132140941497,-0.6101770773723388,0.0
-0.9463668102167806,-0.7208764280875536,0.0
-0.9226490970226984,-0.5724861574127744,0.0
-1.1084324130891166,-0.879023455731947,0.0
-1.258375040363303,-0.6137057658166938,0.0
-1.0376349386704502,-0.5246214294568893,0.0
-1.0601535635837243,-0.4400319763849205,0.0
-0.98533152012573,-0.5080142232152642,0.0
-1.0798072929543454,-0.5316420547225562,0.0
-1.0870193995023891,-0.45955241454298323,0.0
-1.1280511218914033,-0.5112603502679617,0.0
-1.1369631241632445,-0.4967128328134039,0.0
-1.114901764009137,-0.45897184542534597,0.0
-1.179543741042249,-0.7132174431085946,0.0
-1.2692360770789186,-0.5187214623779277,0.0
-1.3025369091395418,-0.7633200253284733,0.0
-1.2842822714475939,-0.7507389860228301,0.0
-1.342487388125984,-0.8048605446437475,0.0
-1.3644378276206897,-0.7078394556032886,0.0
-1.4348779058210674,-0.7353592307276224,0.0
0.993664284860479,-0.6027860063990419,2.0
0.1299481464420894,-0.6994760645160039,2.0
0.9760338921280454,-0.5761221712490596,3.0
0.8691252849084495,-0.5528754380937579,2.0
0.6405653433067969,-0.5172452721856968,2.0
0.6418013163687027,-0.43676827246902833,3.0
0.8382448668045446,-0.5299283105610901,3.0
0.6122349019466431,-0.5371492055407311,2.0
0.5956154451640036,-0.46999120706776687,2.0
0.5895189367965942,-0.4704982729393179,2.0
0.6395733158007425,-0.43537916764444307,3.0
0.67730098738335,-0.4165444934670756,3.0
0.32809638629169097,-0.45633877805558465,2.0
0.7383587490633786,-0.4920877209482633,3.0
0.7684756388827578,-0.46637703115242035,3.0
0.9627252772125924,-0.496648117998915,3.0
1.0558381773533598,-0.5498466249860108,3.0
1.091466479048658,-0.653471820897648,2.0
1.1537045537238098,-0.7425942404610407,2.0
-1.3139301785990098,-0.8488935164232264,0.0
-1.3266129506582942,-0.8656892744700293,0.0
-1.2997183525998566,-0.9165058501781582,0.0
-1.3358637070207935,-0.9760994058908613,1.0
-1.2997324673536341,-0.9069301881626692,0.0
-1.295229328266419,-0.961068791014563,1.0
-1.2592565466841192,-1.0185303531166032,1.0
-1.4499158443903635,-0.9532753164005552,1.0
-1.379421437703748,-0.9449308337570099,0.0
-1.3813511642296195,-0.9216770432248195,0.0
-1.393624741587413,-0.8802586298455256,0.0
-1.3618911798283015,-0.9567046689362502,1.0
-1.4391739841335287,-0.9828384018712524,1.0
-1.4150424157060484,-0.872571415359012,0.0
-1.370510767012452,-0.9230528322439544,0.0
-1.4342870835332333,-0.8753664029230502,0.0
-1.474471521221439,-1.005021335329122,1.0
-1.5055511437748819,-0.9103195932820132,0.0
-1.4939429572154443,-0.8339654332488964,0.0
-1.5266417817116553,-0.8292417844234227,0.0
-1.4079773156501771,-0.7836785602815842,0.0
-1.4922177614612913,-0.8324823188378312,0.0
-1.6119877056912613,-0.9744505097019388,1.0
-1.4697939450828237,-0.8858043964995067,0.0
-1.4641541688423632,-0.8506035321591663,0.0
-1.4406564327543214,-0.7763902873263643,0.0
-1.4785843740509028,-0.74411650334013,0.0
-1.3728130697748253,-0.771974233606795,0.0
-1.4044241261237935,-0.9186551543359067,0.0
-1.4397588143089104,-0.9417952278895506,0.0
-1.2953927131992953,-0.9185381084059977,0.0
-1.5209890891399078,-0.8544808283902127,0.0
-1.4914393194746611,-0.8807241504040715,0.0
-1.3130982070744692,-0.9902252117868051,1.0
-1.408607685880199,-0.9388572285749752,0.0
-1.3781095645507748,-0.999529764003324,1.0
-1.5599894854074638,-0.9035679472864443,0.0
-1.9169123268123363,-0.8976083253990649,0.0
-1.4380699707036364,-0.9391007746566629,0.0
-1.3430294745658697,-0.9701191445050338,1.0
-1.4405883889884699,-0.6764447810928895,0.0
-1.3672292199172562,-0.8192131187065114,0.0
-1.5587961229229996,-0.7267878467592024,0.0
-1.3770676027742814,-0.7786627626845289,0.0
-1.4972970754503447,-0.6361383706267583,0.0
-1.3444293651928698,-0.5874912059426078,0.0
-1.4215249492734647,-0.6628272394909874,0.0
-1.3018258451284908,-0.609510488151492,0.0
-1.289853471289985,-0.6209351829118229,0.0
-1.2259366730217018,-0.5788007786734612,0.0
-1.3472156974833651,-0.733462261083159,0.0
-1.3887177341208876,-0.6541639764649596,0.0
-1.4176766814983002,-0.7306102818717932,0.0
-1.5335691963391693,-0.817150500442245,0.0
-1.4825163982423504,-0.7670338034685888,0.0
-1.714519407659312,-0.8299033136381984,0.0
-2.023852625648904,-0.761758347665251,0.0
-2.029042993455414,-0.8297445892372298,0.0
-1.9954221825898177,-0.8659963369437154,0.0
-2.115658579484715,-0.8339537153401,0.0
-1.7125910127139854,-0.8391237099642709,0.0
-1.8249094322139137,-0.9436566443334615,0.0
-1.7032692831084357,-0.8674371070934482,0.0
-1.3001326073074184,-0.8713423665159404,0.0
-1.6081708632169596,-0.9406101212044654,0.0
-1.3091358228465948,-0.8486362550619247,0.0
-1.2924897344530544,-0.90020011377193,0.0
-1.7412303807605884,-1.0438704640467618,1.0
-1.8517012322542743,-0.9613476239806944,1.0
-1.821873561729278,-0.9635556508404791,0.0
-2.1774164862153254,-0.9492716531757845,1.0
-1.6596051591399326,-0.812646029774485,0.0
-1.6466773762603606,-0.6879184780172779,0.0
-1.643117262515143,-0.7189517615677532,0.0
-1.4989851201072915,-0.8504354866943823,0.0
-1.49118325653585,-0.7001525074328839,0.0
-1.5628694278102757,-0.5930886379217364,0.0
-1.3376376386228954,-0.6261773492015349,0.0
-1.2701093276003554,-0.6574311424902688,0.0
-1.352417916356726,-0.8868102724432296,0.0
-1.374500049167336,-0.8156479449552224,0.0
-1.3115530410100051,-0.7205070476443595,0.0
-1.2249647523818774,-0.695114339282672,0.0
-1.2186542590208802,-0.6461840805746462,0.0
-1.1938816677190176,-0.5838067225744833,0.0
-1.2042355054050276,-0.6263864073471062,0.0
-1.197833266144477,-0.60177986413921,0.0
-1.188501150210676,-0.48575445755994584,0.0
-1.2528565711104953,-0.6772280167694819,0.0
-1.2258178960370842,-0.6742018668228249,0.0
-1.2917935841441077,-0.7279852039853021,0.0
-1.1936433148014556,-0.4953772575267292,0.0
-1.2331949854146582,-0.4513666563004067,0.0
-1.1991202387412578,-0.4196116560945199,0.0
-1.2795331894337099,-0.5401788175968052,0.0
-1.2864342387664323,-0.6344443338573589,0.0
-1.2302291560666916,-0.6845682213659582,0.0
-1.1976962465063925,-0.6222870034811472,0.0
-1.187644278129943,-0.5227910388396778,0.0
-1.1628627652384287,-0.5503470329548367,0.0
-1.156337088461353,-0.54494507699972,0.0
-1.1588227498647785,-0.5338940237403272,0.0
-1.180976122234548,-0.5408390152310358,0.0
-1.2134174190533482,-0.5457786464209148,0.0
-1.300175617359023,-0.5771067419040619,0.0
42.0,42.0,4.0
-1.3746385335440203,-0.537484763838081,0.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
42.0,42.0,4.0
