yaw,pitch,m2_class,m2prop_class,flt_m2_class,flt_prop_class,face
-0.36414199883428966,-0.13618510732718367,1.0,1.0,1.0,1.0,1.0
-0.4528446213096733,-0.18471037908615467,0.0,1.0,1.0,1.0,1.0
-0.49634676090235763,-0.20839300148077572,0.0,1.0,1.0,1.0,1.0
-0.5578508369032734,-0.22296502212527997,1.0,1.0,1.0,1.0,1.0
-0.601244820832214,-0.23212035069789208,1.0,1.0,1.0,1.0,1.0
-0.6353722898251037,-0.23827023786569182,1.0,1.0,1.0,1.0,1.0
-0.6471622529375627,-0.25079416382837655,0.0,1.0,1.0,1.0,1.0
-0.6519037315818411,-0.2274109465249656,1.0,1.0,1.0,1.0,1.0
-0.6419584356105072,-0.20700513356909733,1.0,1.0,1.0,1.0,1.0
-0.6479348807884011,-0.2004205899218356,1.0,1.0,1.0,1.0,1.0
-0.6592360616899318,-0.19088742596159736,1.0,1.0,1.0,1.0,1.0
-0.6555655753599811,-0.18605068343255557,1.0,1.0,1.0,1.0,1.0
-0.662462859122817,-0.17253433111703756,1.0,1.0,1.0,1.0,1.0
-0.6732684981330195,-0.15222608878750976,1.0,1.0,1.0,1.0,1.0
-0.6858564414769299,-0.1385557994416944,1.0,1.0,1.0,1.0,1.0
-0.6815043917657377,-0.12556872438299505,1.0,1.0,1.0,1.0,1.0
-0.6885819804238458,-0.11504024606157133,1.0,1.0,1.0,1.0,1.0
-0.6858783327018939,-0.09645341551009,1.0,1.0,1.0,1.0,1.0
-0.6889048345417874,-0.07758351515939327,1.0,1.0,1.0,1.0,1.0
-0.6924771525120702,-0.06479389140531523,1.0,1.0,1.0,1.0,1.0
-0.6935297876474785,-0.05583195277510186,1.0,1.0,1.0,1.0,1.0
-0.6965232497607544,-0.04468402279816496,1.0,1.0,1.0,1.0,1.0
-0.6938236080458469,-0.029352891639366975,1.0,1.0,1.0,1.0,1.0
-0.6950756862193901,-0.026393266394871197,1.0,1.0,1.0,1.0,1.0
-0.6990385588124042,-0.013336529545318066,1.0,1.0,1.0,1.0,1.0
-0.711325949475083,0.003080253849987386,1.0,1.0,1.0,1.0,1.0
-0.714052540077586,0.011965957282114447,1.0,1.0,1.0,1.0,1.0
-0.7154584977248588,0.013572416332276965,1.0,1.0,1.0,1.0,1.0
-0.7092911803583041,0.01800523355776677,1.0,1.0,1.0,1.0,1.0
-0.7063681344295412,0.024989948013751692,1.0,1.0,1.0,1.0,1.0
-0.6939933510387456,0.023769011534231426,1.0,1.0,1.0,1.0,1.0
-0.6935844616636012,0.022623525152925844,1.0,1.0,1.0,1.0,1.0
-0.6982520053312441,0.023637663144163778,1.0,1.0,1.0,1.0,1.0
-0.7078969271755479,0.012768450911633606,1.0,1.0,1.0,1.0,1.0
-0.709696169775798,0.014752894223464562,1.0,1.0,1.0,1.0,1.0
-0.7079893046589976,0.014609659988546351,1.0,1.0,1.0,1.0,1.0
-0.706199784141957,0.004074601623360817,1.0,1.0,1.0,1.0,1.0
-0.7250940536737854,-0.0030069502390306577,1.0,1.0,1.0,1.0,1.0
-0.7377048721481724,-0.005265742028543966,1.0,1.0,1.0,1.0,1.0
-0.7458495255642577,-0.006659293014968327,1.0,1.0,1.0,1.0,1.0
-0.7467601462216646,-0.013012678262735562,1.0,1.0,1.0,1.0,1.0
