yaw,pitch,pred_class,filtered_class,base_face,l2cs_face
0.6268992867044516,-0.22237475646545832,1.0,1.0,1.0,1.0
0.8249253054862131,-0.28897395903503764,1.0,1.0,1.0,1.0
0.9219030558696267,-0.32212885497586585,1.0,1.0,1.0,1.0
0.9698590844016349,-0.3505711016168861,1.0,1.0,1.0,1.0
1.0039850091523124,-0.358956826830704,1.0,1.0,1.0,1.0
1.036040743925957,-0.3636962049144302,1.0,1.0,1.0,1.0
1.0524873642853898,-0.37811593159342044,1.0,1.0,1.0,1.0
1.072175999803163,-0.37210902873238877,1.0,1.0,1.0,1.0
1.0809921408168601,-0.3806640439975491,1.0,1.0,1.0,1.0
1.0695765415445726,-0.37804292172501425,1.0,1.0,1.0,1.0
1.0898552304541762,-0.3650879620547166,1.0,1.0,1.0,1.0
1.076654211616563,-0.35707165483895453,1.0,1.0,1.0,1.0
1.057052564820748,-0.3305270220935081,1.0,1.0,1.0,1.0
1.0527633893940391,-0.33101628012696155,1.0,1.0,1.0,1.0
1.0557790177755628,-0.3241765525717088,1.0,1.0,1.0,1.0
1.0466185452150685,-0.309316999940403,1.0,1.0,1.0,1.0
1.0144373939258569,-0.2987355364966267,1.0,1.0,1.0,1.0
0.9724244721510565,-0.29517653600760396,1.0,1.0,1.0,1.0
0.946185721933546,-0.28140403129958036,1.0,1.0,1.0,1.0
0.9289853854932741,-0.2729507020303288,1.0,1.0,1.0,1.0
0.9142122006116847,-0.24653159905457528,1.0,1.0,1.0,1.0
0.9358426797040291,-0.2428482955373782,1.0,1.0,1.0,1.0
0.9643805452048423,-0.24942717374808865,1.0,1.0,1.0,1.0
0.9946568959466684,-0.21600768325691985,1.0,1.0,1.0,1.0
1.0384212450849333,-0.22484023477570575,1.0,1.0,1.0,1.0
1.0443593452216615,-0.22039910287210915,1.0,1.0,1.0,1.0
1.0222476932755558,-0.19457913548034994,1.0,1.0,1.0,1.0
1.0008669818169424,-0.1758478380002806,1.0,1.0,1.0,1.0
0.9821582283548795,-0.16433024369630117,1.0,1.0,1.0,1.0
0.9676552872784159,-0.13671721927105196,1.0,1.0,1.0,1.0
0.9483496391764351,-0.11178741636647527,1.0,1.0,1.0,1.0
0.9329150942322783,-0.08061345686304064,1.0,1.0,1.0,1.0
0.9115049357058961,-0.055374750478562475,1.0,1.0,1.0,1.0
0.8997275336458103,-0.030135342674889935,1.0,1.0,1.0,1.0
0.8986988346059295,-0.04274603717441605,1.0,1.0,1.0,1.0
0.9051677714530924,-0.054043666634077725,1.0,1.0,1.0,1.0
0.8977714140430102,-0.0662593469603667,1.0,1.0,1.0,1.0
0.8783091174771938,-0.07829531139387609,1.0,1.0,1.0,1.0
0.8698689894418423,-0.07031014747872152,1.0,1.0,1.0,1.0
0.8565337125847959,-0.05906899118680674,1.0,1.0,1.0,1.0
0.850683788913802,-0.07671918248338334,1.0,1.0,1.0,1.0
0.8489241659788624,-0.08144333011412147,1.0,1.0,1.0,1.0
0.8498504087715497,-0.07125111912750655,1.0,1.0,1.0,1.0
0.8500109936722354,-0.06587992761662397,1.0,1.0,1.0,1.0
0.8483599373471971,-0.09059763520578801,1.0,1.0,1.0,1.0
0.8127227702134874,-0.10306392741054674,1.0,1.0,1.0,1.0
0.7736807670460952,-0.10679488440413935,1.0,1.0,1.0,1.0
0.7484745372433282,-0.11221644239614371,1.0,1.0,1.0,1.0
