yaw,pitch,pred_class,filtered_class,base_face,l2cs_face
-0.4557195411380225,-0.20971629711827194,0.0,0.0,1.0,1.0
-0.6124965624093239,-0.2560619704267037,0.0,0.0,1.0,1.0
-0.6857270957484163,-0.2870506888909433,0.0,0.0,1.0,1.0
-0.7251335422618618,-0.29221757858467634,0.0,0.0,1.0,1.0
-0.7528944782362819,-0.3108586109876772,0.0,0.0,1.0,1.0
-0.792534716883004,-0.3116638917193586,0.0,0.0,1.0,1.0
-0.8088216076824709,-0.3072112213006094,0.0,0.0,1.0,1.0
-0.8307773167665422,-0.33614689787083474,0.0,0.0,1.0,1.0
-0.8406837077185096,-0.35458088246751596,0.0,0.0,1.0,1.0
-0.8629713754430124,-0.39235028490585344,0.0,0.0,1.0,1.0
-0.8968935152631221,-0.4317074855893109,0.0,0.0,1.0,1.0
-0.9256030398042558,-0.4772014335858183,0.0,0.0,1.0,1.0
-0.952746278854529,-0.4845534810214128,0.0,0.0,1.0,1.0
-0.9864448019096506,-0.47090055787441387,0.0,0.0,1.0,1.0
-1.0315631312093236,-0.499073682134462,0.0,0.0,1.0,1.0
-1.1607365300310966,-0.4877822228859398,0.0,0.0,1.0,1.0
7.4777157289564435,8.015980868999259,4.0,4.0,0.0,0.0
14.38539975248906,14.815961547089668,4.0,4.0,0.0,0.0
19.90997179606729,20.254395474158393,4.0,4.0,0.0,0.0
24.328823154096288,24.60434891030066,4.0,4.0,0.0,0.0
27.86349149652194,28.083905350645825,4.0,4.0,0.0,0.0
30.691014868384414,30.867342495427245,4.0,4.0,0.0,0.0
32.952925386696634,33.093985718784566,4.0,4.0,0.0,0.0
34.762398416060286,34.875245775741554,4.0,4.0,0.0,0.0
36.209948483088446,36.300225906973154,4.0,4.0,0.0,0.0
37.3679740184654,37.440195720078684,4.0,4.0,0.0,0.0
38.29438701351151,38.35216425320563,4.0,4.0,0.0,0.0
39.0355136037499,39.08173533324799,4.0,4.0,0.0,0.0
39.628412927381035,39.66539027910389,4.0,4.0,0.0,0.0
