yaw,pitch,face,class
27.0,51.0,1.0,3.0
27.0,53.0,1.0,3.0
26.0,55.0,1.0,3.0
26.0,55.0,1.0,3.0
26.0,55.0,1.0,3.0
28.0,55.0,1.0,3.0
26.0,55.0,1.0,3.0
24.0,40.0,1.0,3.0
25.0,42.0,1.0,3.0
28.0,55.0,1.0,3.0
27.0,55.0,1.0,3.0
27.0,57.0,1.0,3.0
28.0,55.0,1.0,3.0
28.0,55.0,1.0,3.0
61.0,23.0,1.0,1.0
29.0,54.0,1.0,3.0
61.0,22.0,1.0,1.0
61.0,23.0,1.0,1.0
61.0,23.0,1.0,1.0
61.0,22.0,1.0,1.0
61.0,24.0,1.0,1.0
61.0,24.0,1.0,1.0
61.0,23.0,1.0,1.0
61.0,22.0,1.0,1.0
61.0,21.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,20.0,1.0,1.0
60.0,19.0,1.0,1.0
60.0,19.0,1.0,1.0
60.0,19.0,1.0,1.0
54.0,31.0,1.0,3.0
60.0,19.0,1.0,1.0
60.0,19.0,1.0,1.0
59.0,18.0,1.0,1.0
60.0,19.0,1.0,1.0
59.0,18.0,1.0,1.0
58.0,18.0,1.0,1.0
58.0,18.0,1.0,1.0
58.0,18.0,1.0,1.0
58.0,19.0,1.0,1.0
58.0,18.0,1.0,1.0
58.0,19.0,1.0,1.0
58.0,18.0,1.0,1.0
58.0,19.0,1.0,1.0
58.0,18.0,1.0,1.0
58.0,18.0,1.0,1.0
59.0,18.0,1.0,1.0
59.0,18.0,1.0,1.0
59.0,19.0,1.0,1.0
59.0,19.0,1.0,1.0
59.0,19.0,1.0,1.0
59.0,20.0,1.0,1.0
59.0,20.0,1.0,1.0
59.0,20.0,1.0,1.0
59.0,20.0,1.0,1.0
59.0,21.0,1.0,1.0
59.0,20.0,1.0,1.0
53.0,31.0,1.0,3.0
59.0,20.0,1.0,1.0
28.0,40.0,1.0,3.0
28.0,40.0,1.0,3.0
28.0,40.0,1.0,3.0
28.0,40.0,1.0,3.0
28.0,40.0,1.0,3.0
28.0,40.0,1.0,3.0
28.0,40.0,1.0,3.0
60.0,21.0,1.0,1.0
60.0,20.0,1.0,1.0
60.0,20.0,1.0,1.0
60.0,20.0,1.0,1.0
60.0,20.0,1.0,1.0
60.0,19.0,1.0,1.0
59.0,20.0,1.0,1.0
59.0,19.0,1.0,1.0
60.0,19.0,1.0,1.0
60.0,19.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,21.0,1.0,1.0
61.0,21.0,1.0,1.0
61.0,24.0,1.0,1.0
61.0,21.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,20.0,1.0,1.0
61.0,18.0,1.0,1.0
61.0,16.0,1.0,1.0
61.0,16.0,1.0,1.0
61.0,16.0,1.0,1.0
61.0,16.0,1.0,1.0
61.0,16.0,1.0,1.0
61.0,16.0,1.0,1.0
61.0,17.0,1.0,1.0
61.0,17.0,1.0,1.0
61.0,17.0,1.0,1.0
