yaw,pitch,face,class
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
30.0,58.0,1.0,3.0
30.0,58.0,1.0,3.0
30.0,58.0,1.0,3.0
30.0,58.0,1.0,3.0
30.0,58.0,1.0,3.0
30.0,57.0,1.0,3.0
30.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
28.0,58.0,1.0,2.0
28.0,58.0,1.0,2.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,57.0,1.0,3.0
29.0,57.0,1.0,3.0
29.0,57.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,57.0,1.0,3.0
29.0,57.0,1.0,3.0
29.0,57.0,1.0,3.0
29.0,57.0,1.0,3.0
29.0,57.0,1.0,3.0
29.0,57.0,1.0,3.0
29.0,57.0,1.0,3.0
29.0,57.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
29.0,58.0,1.0,3.0
28.0,58.0,1.0,2.0
28.0,57.0,1.0,2.0
28.0,58.0,1.0,2.0
28.0,57.0,1.0,2.0
27.0,58.0,1.0,2.0
27.0,58.0,1.0,2.0
27.0,59.0,1.0,2.0
27.0,59.0,1.0,2.0
27.0,59.0,1.0,2.0
27.0,59.0,1.0,2.0
27.0,59.0,1.0,2.0
26.0,59.0,1.0,2.0
27.0,59.0,1.0,2.0
28.0,58.0,1.0,2.0
28.0,58.0,1.0,2.0
28.0,59.0,1.0,2.0
28.0,60.0,1.0,2.0
27.0,59.0,1.0,2.0
27.0,58.0,1.0,2.0
25.0,60.0,1.0,2.0
27.0,60.0,1.0,2.0
27.0,60.0,1.0,2.0
28.0,59.0,1.0,2.0
28.0,59.0,1.0,2.0
28.0,59.0,1.0,2.0
29.0,58.0,1.0,3.0
29.0,59.0,1.0,3.0
32.0,59.0,1.0,3.0
32.0,59.0,1.0,3.0
32.0,58.0,1.0,3.0
32.0,58.0,1.0,3.0
30.0,58.0,1.0,3.0
28.0,58.0,1.0,2.0
30.0,58.0,1.0,3.0
29.0,57.0,1.0,3.0
25.0,59.0,1.0,2.0
27.0,59.0,1.0,2.0
28.0,58.0,1.0,2.0
27.0,58.0,1.0,2.0
28.0,58.0,1.0,2.0
26.0,58.0,1.0,2.0
26.0,58.0,1.0,2.0
22.0,59.0,1.0,2.0
22.0,59.0,1.0,2.0
22.0,59.0,1.0,2.0
21.0,59.0,1.0,2.0
21.0,59.0,1.0,2.0
22.0,58.0,1.0,2.0
12.0,27.0,1.0,1.0
12.0,27.0,1.0,1.0
12.0,27.0,1.0,1.0
12.0,27.0,1.0,1.0
12.0,27.0,1.0,1.0
12.0,27.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,26.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,27.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,26.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
12.0,26.0,1.0,1.0
11.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
11.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,26.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
12.0,25.0,1.0,1.0
