yaw,pitch,face,class
32.0,34.0,1.0,3.0
18.0,32.0,1.0,3.0
32.0,34.0,1.0,3.0
32.0,34.0,1.0,3.0
32.0,34.0,1.0,3.0
32.0,34.0,1.0,3.0
19.0,33.0,1.0,3.0
19.0,33.0,1.0,3.0
19.0,33.0,1.0,3.0
19.0,33.0,1.0,3.0
19.0,33.0,1.0,3.0
19.0,33.0,1.0,3.0
31.0,35.0,1.0,1.0
30.0,35.0,1.0,1.0
30.0,35.0,1.0,1.0
29.0,35.0,1.0,1.0
29.0,35.0,1.0,1.0
29.0,35.0,1.0,1.0
29.0,35.0,1.0,1.0
29.0,35.0,1.0,1.0
29.0,35.0,1.0,1.0
30.0,35.0,1.0,1.0
29.0,35.0,1.0,1.0
29.0,35.0,1.0,1.0
29.0,35.0,1.0,1.0
30.0,35.0,1.0,1.0
30.0,35.0,1.0,1.0
29.0,35.0,1.0,1.0
29.0,35.0,1.0,1.0
19.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
30.0,35.0,1.0,1.0
30.0,35.0,1.0,1.0
20.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
31.0,35.0,1.0,1.0
31.0,35.0,1.0,1.0
31.0,35.0,1.0,1.0
31.0,35.0,1.0,1.0
31.0,35.0,1.0,1.0
20.0,33.0,1.0,3.0
21.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
29.0,35.0,1.0,1.0
31.0,35.0,1.0,1.0
30.0,35.0,1.0,1.0
31.0,35.0,1.0,1.0
19.0,32.0,1.0,3.0
20.0,32.0,1.0,3.0
20.0,33.0,1.0,3.0
21.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
21.0,33.0,1.0,3.0
27.0,35.0,1.0,1.0
21.0,33.0,1.0,3.0
21.0,33.0,1.0,3.0
20.0,32.0,1.0,3.0
20.0,32.0,1.0,3.0
20.0,32.0,1.0,3.0
20.0,32.0,1.0,3.0
20.0,32.0,1.0,3.0
20.0,32.0,1.0,3.0
21.0,33.0,1.0,3.0
21.0,33.0,1.0,3.0
21.0,33.0,1.0,3.0
21.0,33.0,1.0,3.0
21.0,33.0,1.0,3.0
21.0,33.0,1.0,3.0
21.0,33.0,1.0,3.0
29.0,35.0,1.0,1.0
29.0,35.0,1.0,1.0
21.0,33.0,1.0,3.0
21.0,33.0,1.0,3.0
21.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
20.0,33.0,1.0,3.0
19.0,33.0,1.0,3.0
19.0,33.0,1.0,3.0
19.0,33.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
18.0,32.0,1.0,3.0
19.0,33.0,1.0,3.0
19.0,33.0,1.0,3.0
19.0,33.0,1.0,3.0
19.0,33.0,1.0,3.0
19.0,33.0,1.0,3.0
19.0,33.0,1.0,3.0
20.0,34.0,1.0,3.0
20.0,34.0,1.0,3.0
20.0,34.0,1.0,3.0
20.0,34.0,1.0,3.0
19.0,33.0,1.0,3.0
20.0,34.0,1.0,3.0
19.0,33.0,1.0,3.0
20.0,34.0,1.0,3.0
20.0,34.0,1.0,3.0
20.0,34.0,1.0,3.0
20.0,34.0,1.0,3.0
20.0,34.0,1.0,3.0
20.0,34.0,1.0,3.0
20.0,34.0,1.0,3.0
21.0,34.0,1.0,3.0
21.0,34.0,1.0,3.0
20.0,34.0,1.0,3.0
21.0,34.0,1.0,3.0
21.0,34.0,1.0,3.0
21.0,34.0,1.0,3.0
21.0,34.0,1.0,3.0
21.0,34.0,1.0,3.0
20.0,34.0,1.0,3.0
22.0,34.0,1.0,3.0
22.0,34.0,1.0,3.0
22.0,34.0,1.0,3.0
27.0,35.0,1.0,1.0
27.0,35.0,1.0,1.0
22.0,34.0,1.0,3.0
22.0,34.0,1.0,3.0
25.0,35.0,1.0,1.0
22.0,34.0,1.0,3.0
22.0,34.0,1.0,3.0
23.0,34.0,1.0,3.0
22.0,34.0,1.0,3.0
22.0,34.0,1.0,3.0
22.0,34.0,1.0,3.0
22.0,34.0,1.0,3.0
22.0,34.0,1.0,3.0
22.0,34.0,1.0,3.0
25.0,35.0,1.0,1.0
25.0,35.0,1.0,1.0
25.0,35.0,1.0,1.0
25.0,35.0,1.0,1.0
24.0,34.0,1.0,3.0
24.0,34.0,1.0,3.0
27.0,34.0,1.0,3.0
27.0,34.0,1.0,3.0
27.0,34.0,1.0,3.0
27.0,35.0,1.0,1.0
27.0,35.0,1.0,1.0
27.0,35.0,1.0,1.0
27.0,35.0,1.0,1.0
25.0,35.0,1.0,1.0
27.0,35.0,1.0,1.0
27.0,35.0,1.0,1.0
27.0,35.0,1.0,1.0
27.0,35.0,1.0,1.0
27.0,35.0,1.0,1.0
27.0,35.0,1.0,1.0
27.0,35.0,1.0,1.0
