yaw,pitch,face,class
27.0,58.0,1.0,3.0
26.0,58.0,1.0,3.0
26.0,58.0,1.0,3.0
26.0,58.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,55.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,57.0,1.0,3.0
26.0,55.0,1.0,3.0
26.0,55.0,1.0,3.0
26.0,55.0,1.0,3.0
26.0,55.0,1.0,3.0
26.0,55.0,1.0,3.0
26.0,55.0,1.0,3.0
26.0,55.0,1.0,3.0
26.0,55.0,1.0,3.0
26.0,55.0,1.0,3.0
27.0,55.0,1.0,3.0
26.0,55.0,1.0,3.0
26.0,55.0,1.0,3.0
