yaw,pitch,face,class
26.0,61.0,1.0,2.0
27.0,60.0,1.0,2.0
29.0,60.0,1.0,2.0
27.0,59.0,1.0,2.0
20.0,30.0,1.0,1.0
20.0,29.0,1.0,1.0
20.0,29.0,1.0,1.0
20.0,30.0,1.0,1.0
20.0,30.0,1.0,1.0
20.0,30.0,1.0,1.0
26.0,44.0,1.0,1.0
24.0,60.0,1.0,2.0
27.0,47.0,1.0,1.0
29.0,48.0,1.0,3.0
29.0,48.0,1.0,3.0
29.0,49.0,1.0,3.0
29.0,50.0,1.0,3.0
28.0,50.0,1.0,1.0
28.0,51.0,1.0,1.0
29.0,52.0,1.0,3.0
29.0,52.0,1.0,3.0
29.0,52.0,1.0,3.0
28.0,52.0,1.0,1.0
29.0,52.0,1.0,3.0
28.0,52.0,1.0,1.0
29.0,52.0,1.0,3.0
29.0,53.0,1.0,3.0
29.0,53.0,1.0,3.0
28.0,52.0,1.0,1.0
29.0,53.0,1.0,3.0
28.0,53.0,1.0,1.0
28.0,53.0,1.0,1.0
29.0,54.0,1.0,3.0
29.0,54.0,1.0,3.0
29.0,57.0,1.0,3.0
29.0,57.0,1.0,3.0
28.0,57.0,1.0,1.0
28.0,57.0,1.0,1.0
28.0,57.0,1.0,1.0
28.0,58.0,1.0,1.0
27.0,59.0,1.0,2.0
27.0,59.0,1.0,2.0
27.0,60.0,1.0,2.0
28.0,61.0,1.0,2.0
27.0,61.0,1.0,2.0
27.0,61.0,1.0,2.0
26.0,61.0,1.0,2.0
27.0,61.0,1.0,2.0
27.0,61.0,1.0,2.0
28.0,61.0,1.0,2.0
28.0,61.0,1.0,2.0
28.0,61.0,1.0,2.0
28.0,61.0,1.0,2.0
28.0,61.0,1.0,2.0
28.0,61.0,1.0,2.0
28.0,61.0,1.0,2.0
27.0,61.0,1.0,2.0
27.0,61.0,1.0,2.0
27.0,61.0,1.0,2.0
27.0,61.0,1.0,2.0
27.0,61.0,1.0,2.0
27.0,61.0,1.0,2.0
26.0,61.0,1.0,2.0
27.0,61.0,1.0,2.0
27.0,61.0,1.0,2.0
26.0,61.0,1.0,2.0
27.0,61.0,1.0,2.0
28.0,61.0,1.0,2.0
26.0,61.0,1.0,2.0
